timestamp,vehicle_id,speed_kmph,soc,motor_temp_c,lat,lon,state
2026-08-29T07:10:00-05:00,SCT-001,51.0,86.9,34.0,12.971444,77.595352,riding
2026-08-29T07:11:00-05:00,SCT-001,47.7,86.8,34.6,12.971502,77.594549,riding
2026-08-29T07:12:00-05:00,SCT-001,19.9,86.7,34.8,12.9721,77.595417,riding
2026-08-29T07:15:00-05:00,SCT-001,11.4,86.5,34.9,12.971175,77.594668,riding
2026-08-29T07:20:00-05:00,SCT-001,26.2,86.4,35.0,12.971547,77.594654,riding
2026-08-29T07:24:00-05:00,SCT-001,35.2,86.3,35.3,12.971907,77.595029,riding
2026-08-29T07:28:00-05:00,SCT-001,42.0,86.1,35.4,12.972385,77.594094,riding
2026-08-29T07:32:00-05:00,SCT-001,51.8,86.0,35.9,12.973145,77.594319,riding
2026-08-29T07:37:00-05:00,SCT-001,41.2,85.8,36.1,12.972708,77.593505,riding
2026-08-29T07:40:00-05:00,SCT-001,10.6,85.7,36.3,12.972528,77.594432,riding
2026-08-29T07:45:00-05:00,SCT-001,0.0,85.7,36.2,12.972528,77.594432,idle
2026-08-29T07:50:00-05:00,SCT-001,0.0,85.7,36.0,12.972528,77.594432,idle
2026-08-29T07:55:00-05:00,SCT-001,0.0,85.7,36.0,12.972528,77.594432,idle
2026-08-29T07:57:00-05:00,SCT-001,0.0,85.7,35.9,12.972528,77.594432,idle
2026-08-29T08:01:00-05:00,SCT-001,37.0,85.6,36.2,12.97234,77.595075,riding
2026-08-29T08:02:00-05:00,SCT-001,10.7,85.4,36.3,12.972026,77.595632,riding
2026-08-29T08:04:00-05:00,SCT-001,46.1,85.3,36.6,12.972427,77.594999,riding
2026-08-29T08:08:00-05:00,SCT-001,45.8,85.2,37.1,12.973152,77.594949,riding
2026-08-29T08:12:00-05:00,SCT-001,13.5,85.0,37.1,12.972261,77.594726,riding
2026-08-29T08:13:00-05:00,SCT-001,30.6,84.9,37.3,12.973019,77.594231,riding
2026-08-29T08:16:00-05:00,SCT-001,15.2,84.7,37.9,12.973528,77.593925,riding
2026-08-29T08:17:00-05:00,SCT-001,40.2,84.5,38.1,12.972852,77.59322,riding
2026-08-29T08:22:00-05:00,SCT-001,35.7,84.4,38.5,12.973197,77.593663,riding
2026-08-29T08:27:00-05:00,SCT-001,24.9,84.4,39.1,12.972387,77.593105,riding
2026-08-29T08:29:00-05:00,SCT-001,13.9,84.2,39.6,12.972143,77.593855,riding
2026-08-29T08:33:00-05:00,SCT-001,16.7,84.0,40.2,12.971651,77.593689,riding
2026-08-29T08:36:00-05:00,SCT-001,19.4,83.8,40.4,12.971703,77.594157,riding
2026-08-29T08:41:00-05:00,SCT-001,22.4,83.7,40.4,12.971185,77.595013,riding
2026-08-29T08:42:00-05:00,SCT-001,38.2,83.6,41.0,12.97044,77.594248,riding
2026-08-29T08:43:00-05:00,SCT-001,25.9,83.5,41.1,12.970546,77.593901,riding
2026-08-29T08:47:00-05:00,SCT-001,14.2,83.3,41.5,12.971193,77.593868,riding
2026-08-29T08:50:00-05:00,SCT-001,11.7,83.2,41.8,12.970318,77.594324,riding
2026-08-29T08:51:00-05:00,SCT-001,18.7,83.0,42.5,12.970024,77.594163,riding
2026-08-29T08:56:00-05:00,SCT-001,50.0,82.8,42.9,12.970782,77.594339,riding
2026-08-29T08:58:00-05:00,SCT-001,41.1,82.7,43.5,12.971207,77.593418,riding
2026-08-29T09:01:00-05:00,SCT-001,13.0,82.6,44.1,12.972,77.594287,riding
2026-08-29T09:04:00-05:00,SCT-001,53.1,82.4,44.5,12.972355,77.594329,riding
2026-08-29T09:07:00-05:00,SCT-001,15.9,82.3,44.8,12.971993,77.594888,riding
2026-08-29T09:11:00-05:00,SCT-001,36.7,82.1,44.8,12.971488,77.594479,riding
2026-08-29T09:16:00-05:00,SCT-001,0.0,82.1,44.8,12.971488,77.594479,idle
2026-08-29T09:17:00-05:00,SCT-001,0.0,82.1,44.7,12.971488,77.594479,idle
2026-08-29T09:22:00-05:00,SCT-001,0.0,82.1,44.7,12.971488,77.594479,idle
2026-08-29T09:24:00-05:00,SCT-001,0.0,82.1,44.6,12.971488,77.594479,idle
2026-08-29T09:26:00-05:00,SCT-001,0.0,82.1,44.5,12.971488,77.594479,idle
2026-08-29T09:31:00-05:00,SCT-001,0.0,82.0,44.5,12.971488,77.594479,idle
2026-08-29T09:34:00-05:00,SCT-001,0.0,82.0,44.5,12.971488,77.594479,idle
2026-08-29T09:37:00-05:00,SCT-001,0.0,82.0,44.4,12.971488,77.594479,idle
2026-08-29T09:38:00-05:00,SCT-001,0.0,82.0,44.3,12.971488,77.594479,idle
2026-08-29T09:42:00-05:00,SCT-001,0.0,82.0,44.3,12.971488,77.594479,idle
2026-08-29T09:43:00-05:00,SCT-001,0.0,81.9,44.2,12.971488,77.594479,idle
2026-08-29T09:47:00-05:00,SCT-001,0.0,81.9,44.2,12.971488,77.594479,idle
2026-08-29T09:48:00-05:00,SCT-001,0.0,81.9,44.1,12.971488,77.594479,idle
2026-08-29T09:53:00-05:00,SCT-001,0.0,81.9,44.0,12.971488,77.594479,idle
2026-08-29T09:57:00-05:00,SCT-001,0.0,81.9,43.9,12.971488,77.594479,idle
2026-08-29T10:00:00-05:00,SCT-001,0.0,81.9,43.8,12.971488,77.594479,idle
2026-08-29T10:05:00-05:00,SCT-001,0.0,81.9,43.7,12.971488,77.594479,idle
2026-08-29T10:07:00-05:00,SCT-001,0.0,81.9,43.7,12.971488,77.594479,idle
2026-08-29T10:12:00-05:00,SCT-001,0.0,81.9,43.5,12.971488,77.594479,idle
2026-08-29T10:14:00-05:00,SCT-001,0.0,81.8,43.4,12.971488,77.594479,idle
2026-08-29T10:18:00-05:00,SCT-001,0.0,81.8,43.2,12.971488,77.594479,idle
2026-08-29T10:20:00-05:00,SCT-001,0.0,81.8,43.2,12.971488,77.594479,idle
2026-08-29T10:22:00-05:00,SCT-001,0.0,81.8,43.1,12.971488,77.594479,idle
2026-08-29T10:27:00-05:00,SCT-001,0.0,81.8,43.0,12.971488,77.594479,idle
2026-08-29T10:31:00-05:00,SCT-001,0.0,81.8,43.0,12.971488,77.594479,idle
2026-08-29T10:36:00-05:00,SCT-001,0.0,81.8,42.8,12.971488,77.594479,idle
2026-08-29T10:41:00-05:00,SCT-001,0.0,81.8,42.7,12.971488,77.594479,idle
2026-08-29T10:42:00-05:00,SCT-001,0.0,81.7,42.7,12.971488,77.594479,idle
2026-08-29T10:47:00-05:00,SCT-001,0.0,81.7,42.5,12.971488,77.594479,idle
2026-08-29T10:52:00-05:00,SCT-001,0.0,81.7,42.5,12.971488,77.594479,idle
2026-08-29T10:57:00-05:00,SCT-001,0.0,81.7,42.5,12.971488,77.594479,idle
2026-08-29T11:01:00-05:00,SCT-001,0.0,81.7,42.3,12.971488,77.594479,idle
2026-08-29T11:05:00-05:00,SCT-001,0.0,81.7,42.2,12.971488,77.594479,idle
2026-08-29T11:09:00-05:00,SCT-001,0.0,81.7,42.1,12.971488,77.594479,idle
2026-08-29T11:10:00-05:00,SCT-001,0.0,81.7,42.0,12.971488,77.594479,idle
2026-08-29T11:11:00-05:00,SCT-001,0.0,81.7,41.9,12.971488,77.594479,idle
2026-08-29T11:14:00-05:00,SCT-001,16.3,81.6,42.2,12.971213,77.593898,riding
2026-08-29T11:15:00-05:00,SCT-001,29.8,81.5,42.2,12.971607,77.594623,riding
2026-08-29T11:16:00-05:00,SCT-001,44.0,81.4,42.9,12.971075,77.593713,riding
2026-08-29T11:19:00-05:00,SCT-001,44.8,81.2,43.0,12.970576,77.593915,riding
2026-08-29T11:22:00-05:00,SCT-001,52.0,81.1,43.4,12.971236,77.594208,riding
2026-08-29T11:24:00-05:00,SCT-001,20.1,81.0,43.4,12.971423,77.593583,riding
2026-08-29T11:27:00-05:00,SCT-001,15.4,80.9,43.7,12.971404,77.594483,riding
2026-08-29T11:30:00-05:00,SCT-001,49.1,80.8,44.4,12.971527,77.593874,riding
2026-08-29T11:32:00-05:00,SCT-001,45.8,80.7,44.4,12.970552,77.593811,riding
2026-08-29T11:34:00-05:00,SCT-001,42.5,80.6,44.5,12.971192,77.593018,riding
2026-08-29T11:37:00-05:00,SCT-001,0.0,80.6,44.5,12.971192,77.593018,idle
2026-08-29T11:38:00-05:00,SCT-001,0.0,80.6,44.4,12.971192,77.593018,idle
2026-08-29T11:41:00-05:00,SCT-001,16.1,80.5,44.9,12.972028,77.592398,riding
2026-08-29T11:43:00-05:00,SCT-001,36.8,80.3,45.3,12.9712,77.591981,riding
2026-08-29T11:46:00-05:00,SCT-001,14.9,80.1,45.5,12.970447,77.591023,riding
2026-08-29T11:50:00-05:00,SCT-001,44.4,80.0,45.9,12.970726,77.590797,riding
2026-08-29T11:54:00-05:00,SCT-001,18.3,79.9,46.6,12.970081,77.590049,riding
2026-08-29T11:58:00-05:00,SCT-001,53.8,79.8,46.9,12.970804,77.589707,riding
2026-08-29T12:00:00-05:00,SCT-001,30.9,79.7,47.2,12.971501,77.590035,riding
2026-08-29T12:05:00-05:00,SCT-001,31.2,79.5,47.7,12.972213,77.590403,riding
2026-08-29T12:07:00-05:00,SCT-001,21.6,79.4,48.1,12.971652,77.590706,riding
2026-08-29T12:12:00-05:00,SCT-001,22.1,79.3,48.5,12.972163,77.590452,riding
2026-08-29T12:14:00-05:00,SCT-001,19.2,79.1,48.8,12.97261,77.591439,riding
2026-08-29T12:15:00-05:00,SCT-001,49.2,79.0,48.8,12.971771,77.591479,riding
2026-08-29T12:17:00-05:00,SCT-001,11.2,78.8,49.5,12.972676,77.590491,riding
2026-08-29T12:21:00-05:00,SCT-001,40.8,78.7,49.8,12.972964,77.59061,riding
2026-08-29T12:22:00-05:00,SCT-001,15.3,78.5,50.0,12.973428,77.591469,riding
2026-08-29T12:25:00-05:00,SCT-001,48.1,78.4,50.1,12.973434,77.592391,riding
2026-08-29T12:26:00-05:00,SCT-001,28.3,78.2,50.6,12.97381,77.59171,riding
2026-08-29T12:29:00-05:00,SCT-001,46.0,78.0,50.8,12.973429,77.591028,riding
2026-08-29T12:30:00-05:00,SCT-001,22.8,77.9,51.1,12.973216,77.590831,riding
2026-08-29T12:31:00-05:00,SCT-001,10.1,77.7,51.7,12.973587,77.591206,riding
2026-08-29T12:36:00-05:00,SCT-001,27.2,77.7,52.1,12.972734,77.590487,riding
2026-08-29T12:37:00-05:00,SCT-001,30.0,77.5,52.6,12.971757,77.589665,riding
2026-08-29T12:39:00-05:00,SCT-001,40.4,77.3,53.3,12.970845,77.589889,riding
2026-08-29T12:41:00-05:00,SCT-001,41.7,77.2,53.5,12.970569,77.589625,riding
2026-08-29T12:43:00-05:00,SCT-001,18.8,77.0,53.5,12.970525,77.589191,riding
2026-08-29T12:44:00-05:00,SCT-001,13.3,76.9,53.9,12.971012,77.588844,riding
2026-08-29T12:46:00-05:00,SCT-001,23.3,76.8,54.3,12.970272,77.588458,riding
2026-08-29T12:50:00-05:00,SCT-001,31.7,76.7,54.7,12.970822,77.589241,riding
2026-08-29T12:54:00-05:00,SCT-001,35.0,76.6,55.3,12.971692,77.589057,riding
2026-08-29T12:57:00-05:00,SCT-001,24.5,76.4,55.9,12.972188,77.589976,riding
2026-08-29T12:59:00-05:00,SCT-001,39.6,76.3,56.6,12.971501,77.589334,riding
2026-08-29T13:02:00-05:00,SCT-001,50.8,76.2,57.0,12.971621,77.589686,riding
2026-08-29T13:06:00-05:00,SCT-001,,76.2,57.7,12.97246,77.589164,riding
2026-08-29T13:10:00-05:00,SCT-001,31.5,76.0,58.1,12.973256,77.588351,riding
2026-08-29T13:11:00-05:00,SCT-001,50.5,75.8,58.5,12.973354,77.588853,riding
2026-08-29T13:12:00-05:00,SCT-001,47.7,75.7,58.8,12.973873,77.589114,riding
2026-08-29T13:14:00-05:00,SCT-001,17.6,75.7,59.2,12.974635,77.589754,riding
2026-08-29T13:19:00-05:00,SCT-001,16.2,75.6,59.3,12.975258,77.589552,riding
2026-08-29T13:20:00-05:00,SCT-001,52.7,75.5,59.7,12.975383,77.588682,riding
2026-08-29T13:21:00-05:00,SCT-001,33.3,75.3,60.3,12.97521,77.588631,riding
2026-08-29T13:26:00-05:00,SCT-001,45.5,75.2,60.4,12.974401,77.588218,riding
2026-08-29T13:27:00-05:00,SCT-001,22.2,75.0,61.0,12.973951,77.587814,riding
2026-08-29T13:28:00-05:00,SCT-001,31.3,74.9,61.1,12.973779,77.587034,riding
2026-08-29T13:29:00-05:00,SCT-001,32.2,74.8,61.2,12.973903,77.587001,riding
2026-08-29T13:32:00-05:00,SCT-001,26.7,74.6,61.8,12.974471,77.58725,riding
2026-08-29T13:37:00-05:00,SCT-001,41.5,74.5,62.2,12.97367,77.587332,riding
2026-08-29T13:42:00-05:00,SCT-001,27.4,74.4,62.4,12.972788,77.587511,riding
2026-08-29T13:46:00-05:00,SCT-001,45.6,74.2,63.0,12.972369,77.588047,riding
2026-08-29T13:51:00-05:00,SCT-001,52.4,74.0,63.3,12.972491,77.587915,riding
2026-08-29T13:53:00-05:00,SCT-001,37.6,73.9,63.3,12.972592,77.588067,riding
2026-08-29T13:58:00-05:00,SCT-001,,73.8,63.4,12.972531,77.587228,riding
2026-08-29T13:59:00-05:00,SCT-001,22.6,73.7,64.1,12.971668,77.587045,riding
2026-08-29T14:00:00-05:00,SCT-001,45.3,73.6,64.5,12.971573,77.586685,riding
2026-08-29T14:02:00-05:00,SCT-001,38.1,73.4,65.2,12.971335,77.585693,riding
2026-08-29T14:05:00-05:00,SCT-001,49.6,73.2,65.8,12.972283,77.585154,riding
2026-08-29T14:07:00-05:00,SCT-001,10.8,73.1,66.2,12.971777,77.585981,riding
2026-08-29T14:09:00-05:00,SCT-001,50.3,73.0,66.7,12.97177,77.585065,riding
2026-08-29T14:11:00-05:00,SCT-001,17.4,72.9,67.2,12.972584,77.58441,riding
2026-08-29T14:13:00-05:00,SCT-001,19.1,72.7,67.3,12.973186,77.584867,riding
2026-08-29T14:18:00-05:00,SCT-001,10.0,72.6,67.9,12.972886,77.585536,riding
2026-08-29T14:22:00-05:00,SCT-001,42.9,72.5,68.5,12.973114,77.584794,riding
2026-08-29T14:27:00-05:00,SCT-001,53.8,72.3,68.7,12.973514,77.585717,riding
2026-08-29T14:32:00-05:00,SCT-001,21.4,72.2,69.0,12.97295,77.585432,riding
2026-08-29T14:33:00-05:00,SCT-001,34.1,72.1,69.1,12.973088,77.585321,riding
2026-08-29T14:34:00-05:00,SCT-001,30.3,72.0,69.5,12.973492,77.585894,riding
2026-08-29T14:36:00-05:00,SCT-001,0.0,72.0,69.5,12.973492,77.585894,idle
2026-08-29T14:37:00-05:00,SCT-001,26.6,71.9,69.9,12.972931,77.585601,riding
2026-08-29T14:38:00-05:00,SCT-001,34.6,71.8,70.2,12.972284,77.584854,riding
2026-08-29T14:43:00-05:00,SCT-001,25.8,71.7,70.8,12.971787,77.584018,riding
2026-08-29T14:48:00-05:00,SCT-001,40.0,71.7,71.2,12.971808,77.583787,riding
2026-08-29T14:53:00-05:00,SCT-001,22.1,71.5,71.2,12.972372,77.584649,riding
2026-08-29T14:54:00-05:00,SCT-001,45.5,71.3,71.7,12.971914,77.583676,riding
2026-08-29T14:58:00-05:00,SCT-001,29.4,71.2,72.0,12.971184,77.583055,riding
2026-08-29T14:59:00-05:00,SCT-001,46.5,71.1,72.6,12.971662,77.582932,riding
2026-08-29T15:04:00-05:00,SCT-001,49.5,71.0,73.0,12.971323,77.582156,riding
2026-08-29T15:06:00-05:00,SCT-001,10.5,71.0,73.1,12.972208,77.581183,riding
2026-08-29T15:07:00-05:00,SCT-001,34.1,70.8,73.2,12.972422,77.581627,riding
2026-08-29T15:08:00-05:00,SCT-001,17.1,70.6,73.5,12.973126,77.582459,riding
2026-08-29T15:10:00-05:00,SCT-001,37.8,70.5,74.1,12.972826,77.583214,riding
2026-08-29T15:12:00-05:00,SCT-001,34.2,70.4,74.4,12.973181,77.582662,riding
2026-08-29T15:13:00-05:00,SCT-001,19.4,70.2,74.8,12.972747,77.582723,riding
2026-08-29T15:17:00-05:00,SCT-001,23.7,70.1,74.8,12.972385,77.582126,riding
2026-08-29T15:19:00-05:00,SCT-001,44.0,70.1,75.5,12.972725,77.582472,riding
2026-08-29T15:20:00-05:00,SCT-001,52.2,69.9,75.5,12.973649,77.583335,riding
2026-08-29T15:24:00-05:00,SCT-001,21.5,69.9,76.2,12.973483,77.583602,riding
2026-08-29T15:29:00-05:00,SCT-001,25.0,69.7,76.8,12.972662,77.58361,riding
2026-08-29T15:31:00-05:00,SCT-001,,69.6,77.3,12.971823,77.58439,riding
2026-08-29T15:33:00-05:00,SCT-001,35.4,69.4,77.8,12.972655,77.583554,riding
2026-08-29T15:38:00-05:00,SCT-001,52.4,69.3,78.1,12.972073,77.583468,riding
2026-08-29T15:39:00-05:00,SCT-001,22.5,69.1,78.1,12.972599,77.58397,riding
2026-08-29T15:43:00-05:00,SCT-001,31.3,68.9,78.6,12.972311,77.583566,riding
2026-08-29T15:48:00-05:00,SCT-001,26.6,68.9,78.9,12.972057,77.582792,riding
2026-08-29T15:52:00-05:00,SCT-001,13.7,68.8,79.3,12.971177,77.582375,riding
2026-08-29T15:55:00-05:00,SCT-001,45.5,135,79.5,12.97188,77.583009,riding
2026-08-29T16:00:00-05:00,SCT-001,12.4,68.6,80.2,12.970959,77.582077,riding
2026-08-29T16:05:00-05:00,SCT-001,37.6,68.5,80.5,12.971008,77.581652,riding
2026-08-29T16:10:00-05:00,SCT-001,41.5,68.4,80.7,12.97047,77.58204,riding
2026-08-29T16:11:00-05:00,SCT-001,38.7,68.2,80.8,12.970618,77.582559,riding
2026-08-29T16:16:00-05:00,SCT-001,18.2,68.1,80.9,12.971342,77.583093,riding
2026-08-29T16:18:00-05:00,SCT-001,38.6,67.9,81.1,12.972241,77.582176,riding
2026-08-29T16:22:00-05:00,SCT-001,0.0,67.9,81.0,12.972241,77.582176,idle
2026-08-29T16:23:00-05:00,SCT-001,0.0,67.9,80.9,12.972241,77.582176,idle
2026-08-29T16:24:00-05:00,SCT-001,0.0,67.8,80.8,12.972241,77.582176,idle
2026-08-29T16:28:00-05:00,SCT-001,0.0,67.8,80.7,12.972241,77.582176,idle
2026-08-29T16:29:00-05:00,SCT-001,0.0,67.8,80.6,12.972241,77.582176,idle
2026-08-29T16:33:00-05:00,SCT-001,0.0,67.8,80.5,12.972241,77.582176,idle
2026-08-29T16:34:00-05:00,SCT-001,0.0,67.8,80.5,12.972241,77.582176,idle
2026-08-29T16:38:00-05:00,SCT-001,0.0,67.8,80.4,12.972241,77.582176,idle
2026-08-29T16:39:00-05:00,SCT-001,0.0,67.7,80.3,12.972241,77.582176,idle
2026-08-29T16:40:00-05:00,SCT-001,0.0,67.7,80.3,12.972241,77.582176,idle
2026-08-29T16:41:00-05:00,SCT-001,0.0,67.7,80.2,12.972241,77.582176,idle
2026-08-29T16:44:00-05:00,SCT-001,0.0,67.7,80.2,12.972241,77.582176,idle
2026-08-29T16:46:00-05:00,SCT-001,0.0,67.7,80.2,12.972241,77.582176,idle
2026-08-29T16:50:00-05:00,SCT-001,0.0,67.7,80.1,12.972241,77.582176,idle
2026-08-29T16:52:00-05:00,SCT-001,0.0,67.6,80.0,12.972241,77.582176,idle
2026-08-29T16:57:00-05:00,SCT-001,0.0,67.6,79.9,12.972241,77.582176,idle
2026-08-29T16:59:00-05:00,SCT-001,0.0,67.6,79.8,12.972241,77.582176,idle
2026-08-29T17:00:00-05:00,SCT-001,0.0,67.6,79.6,12.972241,77.582176,idle
2026-08-29T17:01:00-05:00,SCT-001,0.0,67.6,79.5,12.972241,77.582176,idle
2026-08-29T17:03:00-05:00,SCT-001,0.0,67.6,79.5,12.972241,77.582176,idle
2026-08-29T17:08:00-05:00,SCT-001,0.0,67.5,79.4,12.972241,77.582176,idle
2026-08-29T17:12:00-05:00,SCT-001,0.0,67.5,79.3,12.972241,77.582176,idle
2026-08-29T17:14:00-05:00,SCT-001,0.0,67.5,79.2,12.972241,77.582176,idle
2026-08-29T17:18:00-05:00,SCT-001,0.0,67.5,79.1,12.972241,77.582176,idle
2026-08-29T17:19:00-05:00,SCT-001,0.0,67.5,79.0,12.972241,77.582176,idle
2026-08-29T17:24:00-05:00,SCT-001,0.0,67.5,78.9,12.972241,77.582176,idle
2026-08-29T17:29:00-05:00,SCT-001,0.0,67.5,78.9,12.972241,77.582176,idle
2026-08-29T17:33:00-05:00,SCT-001,38.6,67.3,78.9,12.972588,77.582679,riding
2026-08-29T17:36:00-05:00,SCT-001,27.8,67.1,79.4,12.9735,77.582735,riding
2026-08-29T17:39:00-05:00,SCT-001,43.0,67.1,79.6,12.97304,77.582468,riding
2026-08-29T17:41:00-05:00,SCT-001,43.6,66.9,80.1,12.973339,77.582391,riding
2026-08-29T17:45:00-05:00,SCT-001,51.9,66.8,80.3,12.972687,77.582254,riding
2026-08-29T17:46:00-05:00,SCT-001,13.8,66.7,80.7,12.973298,77.582344,riding
2026-08-29T17:49:00-05:00,SCT-001,28.8,66.5,81.4,12.972586,77.582239,riding
2026-08-29T17:50:00-05:00,SCT-001,0.0,66.5,81.3,12.972586,77.582239,idle
2026-08-29T17:51:00-05:00,SCT-001,0.0,66.5,81.3,12.972586,77.582239,idle
2026-08-29T17:52:00-05:00,SCT-001,0.0,66.5,81.1,12.972586,77.582239,idle
2026-08-29T17:56:00-05:00,SCT-001,0.0,66.5,81.1,12.972586,77.582239,idle
2026-08-29T18:00:00-05:00,SCT-001,0.0,66.5,81.0,12.972586,77.582239,idle
2026-08-29T18:05:00-05:00,SCT-001,0.0,66.4,80.8,12.972586,77.582239,idle
2026-08-29T18:09:00-05:00,SCT-001,0.0,66.4,80.7,12.972586,77.582239,idle
2026-08-29T18:11:00-05:00,SCT-001,0.0,66.4,80.7,12.972586,77.582239,idle
2026-08-29T18:16:00-05:00,SCT-001,0.0,66.4,80.6,12.972586,77.582239,idle
2026-08-29T18:17:00-05:00,SCT-001,0.0,66.4,80.5,12.972586,77.582239,idle
2026-08-29T18:19:00-05:00,SCT-001,0.0,66.4,80.4,12.972586,77.582239,idle
2026-08-29T18:24:00-05:00,SCT-001,0.0,66.3,80.3,12.972586,77.582239,idle
2026-08-29T18:25:00-05:00,SCT-001,0.0,66.3,80.2,12.972586,77.582239,idle
2026-08-29T18:30:00-05:00,SCT-001,0.0,66.3,80.2,12.972586,77.582239,idle
2026-08-29T18:34:00-05:00,SCT-001,0.0,66.3,80.1,12.972586,77.582239,idle
2026-08-29T18:39:00-05:00,SCT-001,0.0,66.3,80.0,12.972586,77.582239,idle
2026-08-29T18:44:00-05:00,SCT-001,0.0,66.3,80.0,12.972586,77.582239,idle
2026-08-29T18:47:00-05:00,SCT-001,0.0,66.3,79.9,12.972586,77.582239,idle
2026-08-29T18:48:00-05:00,SCT-001,0.0,66.2,79.9,12.972586,77.582239,idle
2026-08-29T18:51:00-05:00,SCT-001,0.0,66.2,79.9,12.972586,77.582239,idle
2026-08-29T18:53:00-05:00,SCT-001,0.0,66.2,79.8,12.972586,77.582239,idle
2026-08-29T18:54:00-05:00,SCT-001,0.0,66.2,79.7,12.972586,77.582239,idle
2026-08-29T18:55:00-05:00,SCT-001,0.0,66.2,79.6,12.972586,77.582239,idle
2026-08-29T18:58:00-05:00,SCT-001,47.0,66.1,79.9,12.971718,77.582145,riding
2026-08-29T19:01:00-05:00,SCT-001,44.6,66.0,80.3,12.971866,77.582046,riding
2026-08-29T19:02:00-05:00,SCT-001,45.8,65.9,80.3,12.971362,77.581814,riding
2026-08-29T19:04:00-05:00,SCT-001,14.9,65.9,80.7,12.971956,77.582509,riding
2026-08-29T19:05:00-05:00,SCT-001,26.4,65.7,81.0,12.971643,77.581538,riding
2026-08-29T19:07:00-05:00,SCT-001,20.0,65.5,81.6,12.971214,77.5816,riding
2026-08-29T19:09:00-05:00,SCT-001,28.7,65.4,81.8,12.970924,77.581,riding
2026-08-29T19:10:00-05:00,SCT-001,24.0,65.3,82.2,12.971707,77.581138,riding
2026-08-29T19:15:00-05:00,SCT-001,22.3,65.1,82.7,12.972665,77.581075,riding
2026-08-29T19:17:00-05:00,SCT-001,39.4,65.0,83.0,12.972879,77.580332,riding
2026-08-29T19:21:00-05:00,SCT-001,17.1,64.9,83.6,12.972284,77.579814,riding
2026-08-29T19:23:00-05:00,SCT-001,17.0,64.7,83.7,12.971519,77.580465,riding
2026-08-29T19:25:00-05:00,SCT-001,54.5,64.5,83.7,12.972131,77.581036,riding
2026-08-29T19:26:00-05:00,SCT-001,27.5,64.4,84.0,12.972679,77.581629,riding
2026-08-29T19:27:00-05:00,SCT-001,11.7,64.3,84.0,12.97233,77.582107,riding
2026-08-29T19:31:00-05:00,SCT-001,17.1,64.2,84.1,12.972304,77.582572,riding
2026-08-29T19:34:00-05:00,SCT-001,34.6,64.0,84.1,12.971975,77.582959,riding
2026-08-29T19:35:00-05:00,SCT-001,37.3,63.9,84.1,12.971532,77.582104,riding
2026-08-29T19:39:00-05:00,SCT-001,41.8,63.8,84.4,12.970682,77.58211,riding
2026-08-29T19:44:00-05:00,SCT-001,11.0,63.7,84.9,12.969856,77.581909,riding
2026-08-29T19:49:00-05:00,SCT-001,50.5,63.7,85.2,12.969729,77.581421,riding
2026-08-29T19:52:00-05:00,SCT-001,14.4,63.5,85.5,12.969479,77.580947,riding
2026-08-29T19:55:00-05:00,SCT-001,40.3,63.4,85.8,12.969314,77.581841,riding
2026-08-29T20:00:00-05:00,SCT-001,36.3,63.3,86.1,12.969406,77.580967,riding
